league,season,club,name,nation,pos,age,born,minute_90s,goals_against,pk_allowed,fk_goals_against,ck_goals_against,og_against,psxg,psxg_per_shot,psxg_net,psxg_net_per90,launched_passes_completed,launched_passes_att,launched_passes_completed_pct,passes_att_gk,throws_attempted,launch_pass_pct,avg_pass_len,goal_kicks_att, goal_kicks_launch_pct,goal_kicks_avg_len,crosses_faced,crosses_stopped,crosses_stopped_pct,def_act_outside_pen_area,def_act_outside_pen_area_per90,avg_distance_def_actions
INT-World Cup,1819,Denmark,Kasper Schmeichel,Denmark,GK,31,1986,4.3,2,1,0,0,0,4.9,0.15,2.9,0.71,43,108,39.8,106,12,75.5,50.2,43,65.1,53.1,67,1,1.5,1,0.25,9.3
INT-World Cup,1819,Egypt,Essam El-Hadary,Egypt,GK,45,1973,1.0,2,1,0,0,0,3.9,0.24,1.9,1.93,5,12,41.7,12,3,33.3,33.0,14,57.1,46.9,18,1,5.6,0,0.0,8.0
INT-World Cup,1819,Egypt,Mohamed El-Shenawy,Egypt,GK,29,1988,2.0,4,0,0,0,1,2.9,0.4,-0.1,-0.06,7,38,18.4,32,7,62.5,46.9,20,90.0,61.6,38,4,10.5,2,1.0,11.8
INT-World Cup,1819,England,Jordan Pickford,England,GK,24,1994,7.7,8,1,0,1,0,7.7,0.29,-0.3,-0.05,54,124,43.5,199,34,47.2,38.2,55,54.5,49.1,81,3,3.7,12,1.71,20.2
INT-World Cup,1819,France,Hugo Lloris,France,GK,31,1986,6.0,6,1,0,0,0,4.9,0.22,-1.1,-0.19,48,109,44.0,111,15,58.6,44.2,57,77.2,55.2,95,2,2.1,4,0.67,14.4
INT-World Cup,1819,France,Steve Mandanda,France,GK,33,1985,1.0,0,0,0,0,0,0.1,0.03,0.1,0.06,5,9,55.6,26,7,34.6,35.8,3,0.0,24.7,8,0,0.0,1,1.0,17.5
INT-World Cup,1819,Germany,Manuel Neuer,Germany,GK,32,1986,3.0,4,0,0,1,0,4.9,0.35,0.9,0.29,12,22,54.5,88,17,19.3,27.7,21,23.8,31.6,21,0,0.0,15,5.0,25.2
INT-World Cup,1819,IR Iran,Alireza Beiranvand,IR Iran,GK,25,1992,3.0,2,0,0,0,0,2.1,0.12,0.1,0.04,13,57,22.8,44,8,72.7,49.8,28,89.3,62.7,41,3,7.3,0,0.0,4.9
INT-World Cup,1819,Iceland,Hannes Þór Halldórsson,Iceland,GK,34,1984,3.0,5,0,0,0,0,3.9,0.22,-1.1,-0.37,26,60,43.3,57,8,66.7,46.3,32,68.8,50.9,44,2,4.5,1,0.33,9.8
INT-World Cup,1819,Japan,Eiji Kawashima,Japan,GK,35,1983,4.0,7,0,1,2,0,5.9,0.31,-1.1,-0.26,27,62,43.5,82,14,46.3,37.5,27,88.9,58.4,61,2,3.3,4,1.0,13.4
INT-World Cup,1819,Korea Republic,Cho Hyun-woo,Korea Republic,GK,26,1991,3.0,3,2,0,0,0,6.9,0.33,3.9,1.3,18,50,36.0,53,6,54.7,41.5,30,70.0,49.7,57,6,10.5,2,0.67,10.8
INT-World Cup,1819,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4.0,6,1,0,0,1,6.0,0.2,1.0,0.26,30,64,46.9,80,20,43.8,35.1,38,76.3,51.7,46,2,4.3,5,1.25,15.5
INT-World Cup,1819,Morocco,Munir,Morocco,GK,29,1989,3.0,4,0,0,2,1,3.9,0.5,0.9,0.3,18,50,36.0,51,9,54.9,37.1,28,78.6,55.0,39,3,7.7,1,0.33,13.5
INT-World Cup,1819,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3.0,4,1,0,0,1,4.1,0.35,1.1,0.38,19,49,38.8,47,8,61.7,43.3,21,95.2,61.2,45,3,6.7,0,0.0,6.9
INT-World Cup,1819,Panama,Jaime Penedo,Panama,GK,36,1981,3.0,11,2,0,1,0,8.1,0.34,-2.9,-0.97,17,52,32.7,36,6,72.2,48.2,27,96.3,59.0,35,0,0.0,2,0.67,14.6
INT-World Cup,1819,Peru,Pedro Gallese,Peru,GK,28,1990,3.0,2,0,0,0,0,2.8,0.31,0.8,0.25,15,50,30.0,53,11,58.5,42.6,27,70.4,53.8,39,1,2.6,3,1.0,17.9
INT-World Cup,1819,Poland,Wojciech Szczęsny,Poland,GK,28,1990,2.0,5,0,0,1,1,3.4,0.67,-0.6,-0.31,14,24,58.3,43,6,37.2,35.3,16,50.0,45.0,27,0,0.0,3,1.5,19.0
INT-World Cup,1819,Poland,Łukasz Fabiański,Poland,GK,33,1985,1.0,0,0,0,0,0,0.4,0.14,0.4,0.41,5,11,45.5,22,3,31.8,31.8,6,66.7,51.5,12,2,16.7,2,2.0,19.1
INT-World Cup,1819,Portugal,Rui Patrício,Portugal,GK,30,1988,4.0,6,1,0,0,0,5.3,0.29,-0.7,-0.17,17,50,34.0,71,15,45.1,36.4,31,58.1,43.6,52,4,7.7,3,0.75,14.8
INT-World Cup,1819,Russia,Igor Akinfeev,Russia,GK,32,1986,5.7,7,1,1,2,2,6.0,0.31,1.0,0.19,39,107,36.4,90,13,73.3,51.3,48,85.4,66.3,82,1,1.2,0,0.0,6.0
INT-World Cup,1819,Saudi Arabia,Abdullah Al-Mayouf,Saudi Arabia,GK,31,1987,1.0,5,0,1,1,0,3.5,0.5,-1.5,-1.53,8,28,28.6,32,4,71.9,46.3,6,83.3,58.8,13,0,0.0,0,0.0,12.0
INT-World Cup,1819,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,26,1991,1.0,1,0,0,1,0,1.8,0.6,0.8,0.79,8,16,50.0,20,5,50.0,42.0,9,66.7,47.2,10,1,10.0,1,1.0,8.6
INT-World Cup,1819,Saudi Arabia,Yasser Al Mosailem,Saudi Arabia,GK,34,1984,1.0,1,0,0,0,0,0.0,0.02,-1.0,-0.98,8,10,80.0,11,2,54.5,38.5,7,57.1,50.4,8,0,0.0,0,0.0,4.0
INT-World Cup,1819,Senegal,Khadim N'Diaye,Senegal,GK,33,1985,3.0,4,0,0,1,0,3.5,0.38,-0.5,-0.18,20,63,31.7,56,3,73.2,52.0,24,91.7,68.2,24,3,12.5,1,0.33,15.7
INT-World Cup,1819,Serbia,Vladimir Stojković,Serbia,GK,34,1983,3.0,4,0,0,1,0,4.7,0.33,0.7,0.23,26,51,51.0,61,4,52.5,43.3,21,90.5,62.5,35,2,5.7,0,0.0,12.0
INT-World Cup,1819,Spain,David de Gea,Spain,GK,27,1990,4.3,6,2,1,1,0,3.9,0.27,-2.1,-0.53,8,24,33.3,58,16,20.7,28.4,27,44.4,44.6,33,0,0.0,3,0.75,19.1
INT-World Cup,1819,Sweden,Robin Olsen,Sweden,GK,28,1990,5.0,4,0,1,1,0,3.0,0.21,-1.0,-0.19,34,103,33.0,95,14,63.2,47.3,51,84.3,63.2,114,2,1.8,2,0.4,12.6
INT-World Cup,1819,Switzerland,Yann Sommer,Switzerland,GK,29,1988,4.0,5,0,0,1,1,5.1,0.35,1.1,0.26,10,48,20.8,100,16,26.0,30.0,52,42.3,41.6,48,1,2.1,2,0.5,15.5
INT-World Cup,1819,Tunisia,Aymen Mathlouthi,Tunisia,GK,33,1984,1.0,1,0,0,0,1,0.2,0.05,0.2,0.22,2,10,20.0,27,4,22.2,28.6,5,80.0,51.0,5,1,20.0,0,0.0,10.0
INT-World Cup,1819,Tunisia,Farouk Ben Mustapha,Tunisia,GK,28,1989,1.8,6,1,0,1,0,6.8,0.39,0.8,0.43,3,28,10.7,41,12,39.0,37.7,23,52.2,43.6,23,1,4.3,3,1.63,15.9
INT-World Cup,1819,Tunisia,Mouez Hassen,Tunisia,GK,23,1995,0.2,1,,,1,,1.4,0.5,,,1,2,50.0,,1,,,,,,2,,,,,
INT-World Cup,1819,Uruguay,Fernando Muslera,Uruguay,GK,31,1986,5.0,3,0,0,1,0,2.2,0.17,-0.8,-0.16,27,69,39.1,99,25,36.4,34.1,45,73.3,53.8,68,7,10.3,0,0.0,9.3
INT-World Cup,2223,Argentina,Emiliano Martínez,Argentina,GK,29,1992,7.7,8,2,0,0,1,5.4,0.27,-1.6,-0.22,15,78,19.2,147,34,38.8,34.3,39,53.8,45.9,88,12,13.6,5,0.71,12.8
INT-World Cup,2223,Australia,Mathew Ryan,Australia,GK,30,1992,4.0,6,0,0,1,0,5.5,0.31,-0.5,-0.13,38,85,44.7,127,13,50.4,38.5,37,56.8,46.2,63,3,4.8,6,1.5,15.5
INT-World Cup,2223,Belgium,Thibaut Courtois,Belgium,GK,30,1992,3.0,2,0,0,0,0,4.1,0.28,2.1,0.69,10,23,43.5,87,15,17.2,26.7,36,22.2,33.5,36,1,2.8,2,0.67,14.0
INT-World Cup,2223,Brazil,Alisson,Brazil,GK,29,1992,4.2,2,0,0,0,0,1.9,0.28,-0.1,-0.02,5,14,35.7,74,12,13.5,23.4,19,21.1,25.6,44,0,0.0,7,1.81,22.0
INT-World Cup,2223,Brazil,Ederson,Brazil,GK,28,1993,1.0,1,0,0,0,0,1.2,0.39,0.2,0.18,3,4,75.0,25,10,12.0,25.8,6,16.7,29.8,8,0,0.0,2,2.0,15.5
INT-World Cup,2223,Brazil,Wéverton,Brazil,GK,34,1987,0.1,0,0,0,0,0,0.0,,0.0,0.0,2,4,50.0,3,0,66.7,48.3,2,100.0,67.5,0,0,,0,0.0,
INT-World Cup,2223,Cameroon,André Onana,Cameroon,GK,26,1996,0.9,1,0,0,0,0,0.9,0.31,-0.1,-0.06,6,20,30.0,50,6,36.0,31.0,9,22.2,28.6,17,0,0.0,0,0.0,13.0
INT-World Cup,2223,Cameroon,Devis Epassy,Cameroon,GK,29,1993,2.0,3,0,0,0,0,4.0,0.33,1.0,0.49,23,47,48.9,58,11,48.3,38.3,25,76.0,53.4,40,3,7.5,0,0.0,8.2
INT-World Cup,2223,Canada,Milan Borjan,Canada,GK,34,1987,3.0,7,0,0,0,0,5.4,0.37,-1.6,-0.52,11,29,37.9,82,22,31.7,30.1,15,20.0,28.3,29,0,0.0,2,0.67,15.1
INT-World Cup,2223,Costa Rica,Keylor Navas,Costa Rica,GK,35,1986,3.0,11,1,0,0,0,9.6,0.39,-1.4,-0.46,20,58,34.5,68,14,50.0,41.7,33,72.7,52.0,51,2,3.9,2,0.67,9.9
INT-World Cup,2223,Croatia,Dominik Livaković,Croatia,GK,27,1995,7.7,7,1,0,1,0,10.5,0.31,3.5,0.5,31,63,49.2,178,46,24.2,26.7,50,40.0,34.9,99,8,8.1,3,0.43,10.8
INT-World Cup,2223,Denmark,Kasper Schmeichel,Denmark,GK,35,1986,3.0,3,0,0,0,0,3.7,0.34,0.7,0.24,9,24,37.5,71,12,26.8,30.2,16,31.3,35.8,38,0,0.0,5,1.67,19.2
INT-World Cup,2223,Ecuador,Hernán Galíndez,Ecuador,GK,35,1987,3.0,3,1,0,0,0,2.1,0.27,-0.9,-0.31,11,40,27.5,53,6,47.2,38.3,21,71.4,52.0,26,1,3.8,2,0.67,13.0
INT-World Cup,2223,England,Jordan Pickford,England,GK,28,1994,5.0,4,1,0,1,0,2.5,0.24,-1.5,-0.3,20,51,39.2,123,14,27.6,29.2,36,47.2,45.9,39,2,5.1,5,1.0,16.2
INT-World Cup,2223,France,Hugo Lloris,France,GK,35,1986,6.3,7,3,0,1,0,8.7,0.24,1.7,0.28,34,100,34.0,125,22,49.6,39.6,56,67.9,49.8,70,7,10.0,5,0.83,13.7
INT-World Cup,2223,France,Steve Mandanda,France,GK,37,1985,1.0,1,0,0,0,0,0.6,0.18,-0.4,-0.45,1,12,8.3,22,6,40.9,36.7,9,33.3,33.6,19,1,5.3,0,0.0,11.7
INT-World Cup,2223,Germany,Manuel Neuer,Germany,GK,36,1986,3.0,5,0,0,0,0,5.1,0.44,0.1,0.04,7,15,46.7,113,16,13.3,25.7,14,0.0,22.4,22,0,0.0,6,2.0,20.3
INT-World Cup,2223,Ghana,Lawrence Ati-Zigi,Ghana,GK,25,1996,3.0,7,1,0,0,0,6.5,0.34,-0.5,-0.18,13,36,36.1,47,8,53.2,41.6,31,35.5,35.0,58,2,3.4,1,0.33,11.4
INT-World Cup,2223,IR Iran,Alireza Beiranvand,IR Iran,GK,29,1992,1.2,1,0,0,0,0,1.8,0.35,0.8,0.64,5,16,31.3,22,3,40.9,33.5,9,77.8,53.1,19,0,0.0,0,0.0,4.7
INT-World Cup,2223,IR Iran,Hossein Hosseini,IR Iran,GK,29,1992,1.8,6,0,0,1,0,3.7,0.37,-2.3,-1.28,8,30,26.7,34,14,55.9,41.0,11,100.0,64.6,27,4,14.8,0,0.0,7.3
INT-World Cup,2223,Japan,Shūichi Gonda,Japan,GK,33,1989,4.3,4,1,0,0,0,5.3,0.24,1.3,0.33,12,54,22.2,86,12,44.2,35.8,26,61.5,45.7,61,4,6.6,0,0.0,8.4
INT-World Cup,2223,Korea Republic,Kim Seung-gyu,Korea Republic,GK,31,1990,4.0,8,1,0,0,0,6.6,0.3,-1.4,-0.34,11,42,26.2,99,12,28.3,31.5,29,48.3,43.3,47,3,6.4,5,1.25,15.2
INT-World Cup,2223,Mexico,Guillermo Ochoa,Mexico,GK,36,1985,3.0,3,0,0,1,0,3.0,0.33,0.0,-0.01,10,24,41.7,81,12,19.8,28.1,26,30.8,32.8,28,0,0.0,3,1.0,12.9
INT-World Cup,2223,Morocco,Munir,Morocco,GK,33,1989,1.0,0,0,0,0,0,0.3,0.1,0.3,0.29,5,13,38.5,15,4,40.0,37.1,13,53.8,47.5,17,0,0.0,0,0.0,11.5
INT-World Cup,2223,Morocco,Yassine Bounou,Morocco,GK,31,1991,6.3,5,0,0,0,1,3.6,0.33,-0.4,-0.06,32,79,40.5,151,16,29.1,31.3,56,62.5,46.6,92,5,5.4,6,1.0,12.7
INT-World Cup,2223,Netherlands,Andries Noppert,Netherlands,GK,28,1994,5.3,4,1,0,0,0,6.5,0.25,2.5,0.5,22,55,40.0,152,34,25.7,29.2,40,40.0,35.7,63,6,9.5,5,1.0,13.3
INT-World Cup,2223,Poland,Wojciech Szczęsny,Poland,GK,32,1990,4.0,5,0,0,0,0,7.8,0.22,2.8,0.7,40,95,42.1,109,13,62.4,43.3,33,81.8,56.3,66,1,1.5,0,0.0,7.9
INT-World Cup,2223,Portugal,Diogo Costa,Portugal,GK,22,1999,5.0,6,0,0,2,0,5.8,0.34,-0.2,-0.04,13,52,25.0,123,22,31.7,33.4,35,37.1,39.7,47,3,6.4,8,1.6,15.8
INT-World Cup,2223,Qatar,Meshaal Barsham,Qatar,GK,24,1998,2.0,5,0,0,1,0,2.9,0.41,-2.1,-1.06,6,19,31.6,42,9,38.1,31.7,20,15.0,21.4,22,1,4.5,2,1.0,11.3
INT-World Cup,2223,Qatar,Saad Al Sheeb,Qatar,GK,32,1990,1.0,2,1,0,0,0,1.5,0.15,-0.5,-0.54,2,3,66.7,16,4,18.8,25.6,4,0.0,25.8,11,0,0.0,1,1.0,14.7
INT-World Cup,2223,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,30,1991,3.0,5,1,1,1,0,6.8,0.31,1.8,0.59,16,53,30.2,71,14,47.9,40.5,29,65.5,48.3,55,4,7.3,14,4.67,18.0
INT-World Cup,2223,Senegal,Edouard Mendy,Senegal,GK,30,1992,4.0,7,0,0,1,0,5.4,0.41,-1.6,-0.41,15,44,34.1,94,15,39.4,35.5,26,26.9,30.1,64,3,4.7,2,0.5,11.8
INT-World Cup,2223,Serbia,Vanja Milinković-Savić,Serbia,GK,25,1997,3.0,8,0,0,1,0,7.7,0.33,-0.3,-0.11,17,50,34.0,104,21,33.7,34.2,21,71.4,57.2,28,3,10.7,8,2.67,20.3
INT-World Cup,2223,Spain,Unai Simón,Spain,GK,25,1997,4.3,3,0,0,0,0,3.7,0.41,0.7,0.18,7,11,63.6,138,19,7.2,22.0,22,4.5,21.4,22,4,18.2,6,1.5,15.7
INT-World Cup,2223,Switzerland,Gregor Kobel,Switzerland,GK,24,1997,1.0,2,0,0,0,0,1.5,0.37,-0.5,-0.5,1,9,11.1,21,6,28.6,33.0,8,37.5,36.3,19,0,0.0,0,0.0,14.0
INT-World Cup,2223,Switzerland,Yann Sommer,Switzerland,GK,33,1988,3.0,7,0,0,1,0,7.2,0.38,0.2,0.08,6,13,46.2,99,17,13.1,23.9,19,0.0,16.7,49,2,4.1,1,0.33,9.8
INT-World Cup,2223,Tunisia,Aymen Dahmen,Tunisia,GK,25,1997,3.0,1,0,0,0,0,2.4,0.24,1.4,0.46,15,41,36.6,59,7,49.2,39.9,18,66.7,51.1,52,0,0.0,0,0.0,12.0
INT-World Cup,2223,United States,Matt Turner,United States,GK,27,1994,4.0,4,1,0,0,0,3.4,0.2,-0.6,-0.15,13,38,34.2,108,24,24.1,29.4,20,60.0,48.1,42,7,16.7,5,1.25,13.8
INT-World Cup,2223,Uruguay,Sergio Rochet,Uruguay,GK,29,1993,3.0,2,1,0,0,0,3.0,0.16,1.0,0.34,6,27,22.2,54,6,37.0,33.4,24,29.2,29.9,33,2,6.1,2,0.67,11.0
INT-World Cup,2223,Wales,Danny Ward,Wales,GK,28,1993,1.0,5,0,1,0,0,3.4,0.38,-1.6,-1.49,12,27,44.4,30,2,60.0,38.7,9,100.0,63.1,14,1,7.1,1,0.96,12.8
INT-World Cup,2223,Wales,Wayne Hennessey,Wales,GK,35,1987,1.9,1,0,0,0,0,1.5,0.3,0.5,0.26,11,26,42.3,50,18,36.0,32.9,16,50.0,41.0,34,2,5.9,1,0.51,7.4
ITA-Serie A,1819,Atalanta,Etrit Berisha,ALB,GK,29,1989,18.0,25,1,1,5,3,18.2,0.27,-3.8,-0.21,91,199,45.7,345,90,26.4,30.3,135,80.0,51.7,208,8,3.8,19,1.06,14.5
ITA-Serie A,1819,Atalanta,Francesco Rossi,ITA,GK,27,1991,0.0,0,0,0,0,0,0.0,,0.0,0.0,1,1,100.0,1,0,100.0,50.0,0,,,0,0,,0,0.0,
ITA-Serie A,1819,Atalanta,Pierluigi Gollini,ITA,GK,23,1995,20.0,21,3,2,1,0,21.2,0.27,0.2,0.01,95,257,37.0,454,83,34.4,33.2,137,73.7,53.8,240,4,1.7,30,1.5,17.8
ITA-Serie A,1819,Bologna,Łukasz Skorupski,POL,GK,27,1991,38.0,56,4,1,4,1,50.6,0.27,-4.4,-0.11,251,543,46.2,776,225,41.1,36.4,353,63.5,46.7,599,32,5.3,14,0.37,11.3
ITA-Serie A,1819,Cagliari,Alessio Cragno,ITA,GK,24,1994,38.0,54,8,2,4,2,61.5,0.26,9.5,0.25,337,722,46.7,884,175,48.6,36.9,369,79.1,53.6,646,25,3.9,31,0.82,12.8
ITA-Serie A,1819,Chievo,Adrian Šemper,CRO,GK,20,1998,6.0,8,0,0,1,0,8.1,0.26,0.1,0.02,44,115,38.3,143,26,47.6,39.8,52,90.4,55.1,148,11,7.4,3,0.5,9.1
ITA-Serie A,1819,Chievo,Andrea Seculin,ITA,GK,28,1990,1.0,7,0,0,1,0,4.7,0.4,-2.3,-2.26,6,13,46.2,19,3,52.6,37.1,5,60.0,47.0,6,0,0.0,2,1.98,19.7
ITA-Serie A,1819,Chievo,Stefano Sorrentino,ITA,GK,39,1979,31.0,60,2,2,6,2,49.6,0.28,-8.4,-0.27,201,462,43.5,603,94,45.8,37.0,296,62.8,41.6,506,8,1.6,8,0.26,9.6
ITA-Serie A,1819,Empoli,Bartłomiej Drągowski,POL,GK,20,1997,14.0,24,3,0,3,0,25.7,0.23,1.7,0.12,57,198,28.8,333,91,35.7,34.3,153,51.6,45.2,237,10,4.2,22,1.57,14.7
ITA-Serie A,1819,Empoli,Ivan Provedel,ITA,GK,24,1994,16.0,36,3,0,4,1,29.3,0.26,-5.7,-0.36,73,185,39.5,361,103,35.5,34.5,123,46.3,40.0,279,12,4.3,8,0.5,12.2
ITA-Serie A,1819,Empoli,Pietro Terracciano,ITA,GK,28,1990,8.0,10,0,0,1,1,9.4,0.27,0.4,0.05,26,71,36.6,168,36,32.7,31.7,71,22.5,31.5,112,1,0.9,3,0.38,10.9
ITA-Serie A,1819,Fiorentina,Alban Lafont,FRA,GK,19,1999,33.5,40,5,1,5,3,32.7,0.21,-4.3,-0.13,158,436,36.2,750,164,39.6,36.2,262,53.1,42.8,522,15,2.9,29,0.87,14.2
ITA-Serie A,1819,Fiorentina,Bartłomiej Drągowski,POL,GK,20,1997,2.5,2,0,0,0,0,2.1,0.27,0.1,0.05,20,52,38.5,74,10,47.3,38.1,31,54.8,42.4,29,0,0.0,1,0.4,9.9
ITA-Serie A,1819,Fiorentina,Pietro Terracciano,ITA,GK,28,1990,2.0,3,0,0,0,0,2.7,0.24,-0.3,-0.15,6,23,26.1,53,16,34.0,32.0,11,45.5,36.9,32,1,3.1,5,2.5,17.2
ITA-Serie A,1819,Frosinone,Francesco Bardi,ITA,GK,26,1992,3.0,5,0,1,0,0,3.8,0.32,-1.2,-0.41,13,40,32.5,59,15,49.2,36.1,15,73.3,50.9,34,3,8.8,0,0.0,7.0
ITA-Serie A,1819,Frosinone,Marco Sportiello,ITA,GK,26,1992,35.0,64,5,2,8,1,54.7,0.25,-8.3,-0.24,178,532,33.5,882,222,36.4,34.8,341,61.9,47.5,584,20,3.4,21,0.6,13.8
ITA-Serie A,1819,Genoa,Federico Marchetti,ITA,GK,35,1983,4.0,10,0,0,1,1,7.4,0.43,-1.6,-0.39,25,51,49.0,80,11,40.0,35.3,34,55.9,46.7,58,0,0.0,6,1.5,22.1
ITA-Serie A,1819,Genoa,Ionuț Radu,ROU,GK,21,1997,33.0,46,5,0,7,1,45.2,0.27,0.2,0.01,242,698,34.7,661,100,64.8,46.7,294,91.8,61.7,522,14,2.7,14,0.42,11.6
ITA-Serie A,1819,Genoa,Jandrei,BRA,GK,25,1993,1.0,1,0,0,1,0,0.9,0.34,-0.1,-0.09,12,23,52.2,26,3,69.2,44.2,6,83.3,54.0,10,0,0.0,1,1.0,25.0
ITA-Serie A,1819,Inter,Samir Handanović,SVN,GK,34,1984,38.0,33,3,1,3,3,33.1,0.24,3.1,0.08,140,299,46.8,901,203,21.0,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5
ITA-Serie A,1819,Juventus,Carlo Pinsoglio,ITA,GK,28,1990,1.0,2,0,1,0,0,1.0,0.32,-1.0,-1.03,6,10,60.0,22,6,22.7,30.8,14,35.7,35.8,15,0,0.0,0,0.0,5.0
ITA-Serie A,1819,Juventus,Mattia Perin,ITA,GK,25,1992,9.0,8,1,0,1,0,8.4,0.28,0.4,0.05,36,79,45.6,161,39,29.8,31.0,68,45.6,40.0,116,2,1.7,3,0.33,10.1
ITA-Serie A,1819,Juventus,Wojciech Szczęsny,POL,GK,28,1990,28.0,20,1,0,3,1,25.1,0.29,6.1,0.22,140,255,54.9,537,122,32.0,32.7,205,40.5,38.9,358,9,2.5,27,0.96,15.7
ITA-Serie A,1819,Lazio,Guido Guerrieri,ITA,GK,22,1996,1.0,3,0,0,1,0,2.0,0.5,-1.0,-1.0,2,8,25.0,26,8,15.4,27.3,9,44.4,40.7,16,0,0.0,2,2.0,16.0
ITA-Serie A,1819,Lazio,Silvio Proto,BEL,GK,35,1983,2.0,4,0,0,0,0,4.2,0.33,0.2,0.1,17,35,48.6,42,5,50.0,41.4,22,63.6,47.0,37,1,2.7,2,1.0,19.2
ITA-Serie A,1819,Lazio,Thomas Strakosha,ALB,GK,23,1995,35.0,39,5,2,4,3,43.7,0.29,7.7,0.22,173,452,38.3,848,170,39.9,34.8,243,46.9,41.4,476,11,2.3,27,0.77,15.9
ITA-Serie A,1819,Milan,Gianluigi Donnarumma,ITA,GK,19,1999,34.3,31,3,1,5,1,34.8,0.25,4.8,0.14,146,305,47.9,873,203,20.6,27.5,300,41.7,36.5,546,15,2.7,22,0.64,12.8
ITA-Serie A,1819,Milan,Pepe Reina,ESP,GK,35,1982,3.7,5,1,0,0,0,4.2,0.24,-0.8,-0.23,14,40,35.0,90,18,31.1,32.3,24,50.0,42.7,51,4,7.8,2,0.55,11.4
ITA-Serie A,1819,Napoli,Alex Meret,ITA,GK,21,1997,12.8,9,2,0,1,0,10.0,0.17,1.0,0.07,29,100,29.0,252,42,21.0,28.8,99,47.5,40.3,190,2,1.1,8,0.63,12.9
ITA-Serie A,1819,Napoli,David Ospina,COL,GK,29,1988,16.2,20,1,1,3,0,16.4,0.25,-3.6,-0.22,43,134,32.1,347,70,23.9,29.5,115,44.3,38.9,186,12,6.5,10,0.62,13.0
ITA-Serie A,1819,Napoli,Orestis Karnezis,GRE,GK,33,1985,9.0,7,1,0,0,0,8.1,0.26,1.1,0.13,28,99,28.3,182,38,33.5,32.4,63,60.3,46.6,109,4,3.7,6,0.67,14.1
ITA-Serie A,1819,Parma,Luigi Sepe,ITA,GK,27,1991,37.0,59,8,1,8,4,55.7,0.25,0.7,0.02,319,736,43.3,752,140,49.5,39.8,466,78.1,51.5,831,36,4.3,13,0.35,9.4
ITA-Serie A,1819,Parma,Pierluigi Frattali,ITA,GK,32,1985,1.0,2,0,0,0,1,0.9,0.11,-0.1,-0.13,5,16,31.3,24,5,37.5,35.0,15,46.7,37.3,29,0,0.0,0,0.0,6.5
ITA-Serie A,1819,Roma,Antonio Mirante,ITA,GK,35,1983,11.0,6,0,0,2,0,10.5,0.26,4.5,0.41,72,160,45.0,227,41,39.6,35.4,91,76.9,51.3,166,2,1.2,6,0.55,13.3
ITA-Serie A,1819,Roma,Robin Olsen,SWE,GK,28,1990,27.0,42,4,0,5,1,37.0,0.26,-4.0,-0.15,142,324,43.8,652,159,32.8,33.4,214,51.4,45.1,413,10,2.4,25,0.93,14.5
ITA-Serie A,1819,SPAL,Alfred Gomis,SEN,GK,24,1993,19.2,27,1,0,7,0,23.0,0.3,-4.0,-0.21,113,286,39.5,531,121,38.8,34.0,151,53.0,42.9,263,7,2.7,10,0.52,12.1
ITA-Serie A,1819,SPAL,Emiliano Viviano,ITA,GK,32,1985,16.9,25,4,0,2,0,24.0,0.24,-1.0,-0.06,120,275,43.6,421,45,44.2,37.6,163,54.6,43.6,239,5,2.1,9,0.53,12.3
ITA-Serie A,1819,SPAL,Giacomo Poluzzi,ITA,GK,30,1988,0.1,0,0,0,0,0,0.0,,0.0,0.0,0,0,,3,0,0.0,18.7,0,,,0,0,,0,0.0,17.0
ITA-Serie A,1819,SPAL,Vanja Milinković-Savić,SRB,GK,21,1997,1.8,4,0,0,1,0,3.0,0.18,-1.0,-0.58,8,32,25.0,57,20,36.8,33.7,21,52.4,49.3,27,1,3.7,1,0.55,10.1
ITA-Serie A,1819,Sampdoria,Emil Audero,ITA,GK,21,1997,36.0,51,7,2,6,1,49.5,0.3,-0.5,-0.01,123,370,33.2,860,181,25.9,28.7,297,49.5,39.1,587,25,4.3,48,1.33,15.0
ITA-Serie A,1819,Sampdoria,Rafael Cabral,BRA,GK,28,1990,2.0,0,0,0,0,0,0.2,0.1,0.2,0.1,11,24,45.8,45,8,35.6,34.7,14,57.1,45.0,19,0,0.0,1,0.5,16.5
ITA-Serie A,1819,Sassuolo,Andrea Consigli,ITA,GK,31,1987,35.7,56,4,0,10,2,54.3,0.31,0.3,0.01,178,436,40.8,887,159,34.6,32.7,286,45.1,37.6,590,16,2.7,29,0.81,13.7
ITA-Serie A,1819,Sassuolo,Gianluca Pegolo,ITA,GK,37,1981,2.3,4,0,0,2,0,3.8,0.34,-0.2,-0.1,17,37,45.9,45,9,40.0,35.1,29,65.5,44.2,33,1,3.0,0,0.0,7.3
ITA-Serie A,1819,Torino,Salvador Ichazo,URU,GK,26,1992,2.8,2,1,0,1,0,2.6,0.18,0.6,0.22,24,55,43.6,60,9,55.0,41.5,27,81.5,49.9,43,1,2.3,1,0.36,12.0
